SDG	Pub_doi	Pub_title	Pub_concept
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Gulf Cooperation Council Country
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Domestic Servitude
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Regional Overview
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Gender Profile
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Summary Profile
SDG05: Gender equality	10.18356_2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	Child Trafficking
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	International Network On Financial Education
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Education Programme
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Literacy
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Education
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Awareness
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Empower Woman
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Programme For International Student Assessment
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Knowledge
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Business Environment And Enterprise Performance Survey
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Rand American Life Panel
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Literacy Survey
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Literacy Measurement Pilot
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	OECD International Network On Financial Education
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Literacy Measurement
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Member Survey
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Gender Difference
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	ANZ Banking Group
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Personal Financial Literacy
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	American Life Panel
SDG05: Gender equality	10.1787_5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	Financial Capability Survey
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Pool Mean Group
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Female Labour Force Participation
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Bayesian Information Criterion
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Steady Growth Rate
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Female Labour Force Participation Rate
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Augmented Solow Model
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Mean Group
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Barro-Lee Dataset
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Full-time Equivalent Rate
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Cross-section Dependence
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Pool Mean Group Estimator
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Labour Force Participation Rate
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Female Human Capital
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Labour Force Projection
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Labour Force Participation
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Baseline Growth Scenario
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Solow Model
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Long-run Slope Homogeneity
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Cross-section Independence
SDG05: Gender equality	10.1787_5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	Gender Gap
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Demographic Dividend
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Comprehensive Sexuality Education
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Desire Family Size
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Demographic Transition
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Gross Domestic Product
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Conditional Cash Transfer
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Minimum Wage Structure
SDG05: Gender equality	10.18356_7cfba968-en	State of World Population 2016 - Supporting girls today for the collective well-being of tomorrow	Infant Death
